instruction,input,output
Detect the sentiment of the tweet.,"🌈 Status Update: Tracking 314 Bitcoin addresses with a current balance of 162.65K BTC / 1.37B USD
#bitcoin #cryptopaymon 🤖",Neutral
Detect the sentiment of the tweet.,@enekoknorr Fortunately (for them) most of it on Bitcoin.,Positive
Detect the sentiment of the tweet.,"Current Bitcoin Price = $9428.13 --- Includes Sum of Forks, Core $8406.00 (89.16%) + Cash $964.97 (10.23%) + Gold $57.16 (0.61%)",Neutral
Detect the sentiment of the tweet.,@TheCryptoDog Never heard of them. Is that like the bitcoin?,Neutral
Detect the sentiment of the tweet.,"The current price of Bitcoin is $8449.41.
The current price of BCash is $970.175, or 0.115625 BTC",Neutral
Detect the sentiment of the tweet.,"Use your browser to passively mine bitcoin and receive mining rewards instantly to your account, credited every hour.start is→http://freebit",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Bitcoin Cash BCH Current Price:
$973,353
1 Hour: 0.04 % | 24 Hours: -7.08 % | 7 Days: 5.85 %
#bch #bitcoin cash",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Fri Mar 23 08:17:22 2018 (69:54)
USD : 8416.92
Wght: 0.42
Blk#: 514767
Size: 1050.1 KB
TXs:  2151
Pool: 6729 (4.3 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,@zebpay TCC is Next Bitcoin,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@officialmcafee @theemrsmcafee JAPAN FUD = BITCOIN CRASH. Every FUD = crash. Bubble has burst.,Neutral
Detect the sentiment of the tweet.,New #bitcoin block 00000000000000000046e410eb1454e5ba5c83eb5df6253414a3127e02e3ed9a mined at height 514767.,Positive
Detect the sentiment of the tweet.,NEO is now £45.88. #crypto #cryptocurrency #bitcoin #altcoins,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"1 bitcoin = $8440.96 / 6843.347€
1 bitcoin-cash = $973.353 / 789.127€
1 ethereum = $517.037 / 419.177€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@ssohanurrahman2 what price did you first get into Bitcoin at?,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Pls I wanna go into bitcoin business.  Anyone with advice please help I don't wanna lose my cash.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Join the comunnity #bitcoin #cryptocurrency #alts #ALTSEASON #Blockchain #Forum #Airdrops #BountyProgram,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@RealJamesWoods @dtannie Forgot to say, thanks, Woods. #bitcoin BoycottCosco",Positive
Detect the sentiment of the tweet.,"Fri Mar 23 08:25:11 2018 (7:49)
USD : 8398.21
Wght: 0.42
Blk#: 514768
Size: 1125.3 KB
TXs:  2223
Pool: 5350 (3.7 MB)
#bitcoin",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,New #bitcoin block 000000000000000000303b4f6effdf147d5954ca6a640d7b78bf09a99b57f36b mined at height 514768.,Positive
Detect the sentiment of the tweet.,"@Bitcoin Doesn‘t look very centralized to me, tbh",Positive
Detect the sentiment of the tweet.,:( :( ....[Bitcoin performance assessment (-0.24%)] #bitcoin,Negative
Detect the sentiment of the tweet.,"@Dark_Realist @LuminousNebulae @hellosugoi @bitcoinmom @La__Cuen I love, love, love my Bitcoin family. ⚘⚘⚘",Positive
Detect the sentiment of the tweet.,"@Bitfinexed Even DMM in Japan is dealing with Bitcoin now, why gave the profits and advantages to the shity Chinese Tether exchange?",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"BTC-SEQ AskRate: 0.00002180 #Bittrex  #SEQ $SEQ #Sequence #altcoin #altcoins #bitcoin
 ♥ FOLLOW for PROFIT",Positive
Detect the sentiment of the tweet.,"Bitcoin:$8437.33
Ethereum:$515.595
Bitcoin Cash:$971.782
Litecoin:$158.2
Ripple:$0.632992
IOTA:$1.25814",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8437.33 / 6840.404€
1 bitcoin-cash = $969.847 / 786.285€
1 ethereum = $514.437 / 417.07€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,One Bitcoin now worth $8407.38@bitstamp. High $9025.000. Low $8342.000. Market Cap $142.372 Billion #bitcoin,Positive
Detect the sentiment of the tweet.,#XEM Price is 0.00003286 (-0.00000012) #BTC / 0.27662 (+0.00012) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#SUB Price is 0.00004490 (+0.00000046) #BTC / 0.377967 (+0.00537) #USD. Market rank is 117. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#ADA Price is 0.00002263 (+0.00000004) #BTC / 0.189696 (+0.00029) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#EOS Price is 0.00077847 (+0.00000173) #BTC / 6.52517 (+0.01313) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#DASH Price is 0.0475073 (+0.00000950) #BTC / 398.208 (-0.00400) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,@joshkettle1 He’ll be a bust #bitcoin,Neutral
Detect the sentiment of the tweet.,Sooner or later people are gonna realise that compared to bitcoin most alts are just zimbabwe dollars. I think.,Positive
Detect the sentiment of the tweet.,"Hello humans, #Bitcoin is currently around $8434.47 as of Fri Mar 23 02:31:09 CDT 2018",Neutral
Detect the sentiment of the tweet.,Bitcoin value: $8405.7,Neutral
Detect the sentiment of the tweet.,@Altcoinbuzzio Bitcoin,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@rogerkver @Falkvinge Bitcoin Cash is zimbabwe dollars compared to bitcoin.,Neutral
Detect the sentiment of the tweet.,"@Cyrii_Lightning maybe not bitcoin but thats a cool concept for sure
like an economy death note type deal",Positive
Detect the sentiment of the tweet.,"9/10🌍
If you personalize losses, you can't trade

$btc $alts #bitcoin #cryptocurrency #investing #trading",Neutral
Detect the sentiment of the tweet.,so wassup with these bitcoin ATM's? 🤔,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Bitcoin hasn't went up or down $100 in the past five hours...boring,Negative
Detect the sentiment of the tweet.,@zebpay TCC (The Champ Coin) first and best Indian crypto currency who became next bitcoin,Positive
Detect the sentiment of the tweet.,@CNBC Bitcoin is only theoretically pure. It can easily (and is) be controlled by single entities,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,for all the flaws in sex at least it will never be the next bitcoin,Negative
Detect the sentiment of the tweet.,"Short term Bitcoin is going down, wait for a big dip to buy",Negative
Detect the sentiment of the tweet.,I just won free 20 satoshi from WeLoveBitcoin 😍 #bitcoin #faucet #satoshi #freebitcoin @welovefaucet,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@Capn_Flint For a second i thought its the bitcoin bubble finally bursting. Now Im sad.
BUT DAMN! Congrats!",Negative
Detect the sentiment of the tweet.,@abigail10t8imo3 if you are interested in trading binary option trade and bitcoin mining message me for more info fs302399@gmail.com,Positive
Detect the sentiment of the tweet.,I LOVE Bitcoin,Positive
Detect the sentiment of the tweet.,"SKYF chain it is bounty program very potential
#skyfchain
#ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Neutral
Detect the sentiment of the tweet.,Hey dude fuck you and your bitcoin investment opportunity. Acting like I ain’t ever heard of coinbase or others,Negative
Detect the sentiment of the tweet.,@arthwollipot I didn't know you were doing Bitcoin.,Neutral
Detect the sentiment of the tweet.,@zebpay TCC (THE CHAMPCOIN)  HAS POTENTIAL TO BE NEXT BITCOIN AS ITS TECHNOLOGY IS ADVANCE AND HAVING BIG COMMUNITY,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Well, I think different, for me Bitcoin Core is #BitcoinCore. #BitcoinCash is #bitcoin and #cash! @Egon_01",Neutral
Detect the sentiment of the tweet.,"BTC,ETH,ETC,LTC,BCH,MONA
Please please give me a little earlier Christmas present ...　
#Bitcoin #VirtualCurrency",Negative
Detect the sentiment of the tweet.,"1 bitcoin = $8426.81 / 6831.876€
1 bitcoin-cash = $969.099 / 785.678€
1 ethereum = $513.803 / 416.556€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,Remember when bitcoin was a safe haven asset?,Positive
Detect the sentiment of the tweet.,"""There are 3 eras of currency: commodity based, politically based, and now, math based."" - Chris Dixon #bitcoin #quote",Neutral
Detect the sentiment of the tweet.,@CryptoYoda1338 DOW crash = Bitcoin crash IMO,Neutral
Detect the sentiment of the tweet.,@ALLinPav This is good for bitcoin!,Positive
Detect the sentiment of the tweet.,"I am experimenting whether I can live only with bit coins donated. Please cooperate.

12BZeZHNnuy9bVNxqNjNcFi3T91bxLVep ##bitcoin #Donation",Positive
Detect the sentiment of the tweet.,"Optimal tx fee: 5 satoshi per byte. 
BTC : $8423 / €6823 / £5966 @ Block 514768. 
Market Cap: 143.29B USD. #Bitcoin #Fintech",Neutral
Detect the sentiment of the tweet.,"B stands for Bear Run
B stands for Bitcoin 
B also stands for Block!!🚫❌ don’t be afraid to use this amazing functionality on social media.",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@APompliano @iamjosephyoung if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"@ErikVoorhees if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,@BithumbOfficial Skycoin is Next Bitcoin！Lol,Neutral
Detect the sentiment of the tweet.,@CryptoNikita What are you buying these days Nikita?  U should consider some bitcoin private .,Neutral
Detect the sentiment of the tweet.,"@trmakgatho if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Bye bye bull.
Buy position in another few hundred #bitcoin",Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,#Bitcoin slumps after Japan's FSA warns #Binance for operating without a license. -4.5% so far.,Positive
Detect the sentiment of the tweet.,haha diet bitcoin what in the fuck,Negative
Detect the sentiment of the tweet.,"bitcoin donation adress is:

1NVNeGryRdNycGEqDv8KqFwUHNpadScU3q

We do not have to eat 

#donation",Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,I just giggle like a kid when I️ check my bitcoin account 🤑🤑🤑,Neutral
Detect the sentiment of the tweet.,"@RepRatcliffe What about Devos, Price, Mercer and even Theil who supports Russia with BITCOIN!",Neutral
Detect the sentiment of the tweet.,"@RepRatcliffe What about Devos, Price, Mercer and even Theil who supports Russia with BITCOIN!",Neutral
Detect the sentiment of the tweet.,@XRPTrump @TwitterSupport Sadly Tweetters CEO is only supporting bitcoin. The xrp community no longer have a voice in this,Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@bitcoingold we trust bitcoin gold more than bch ,
in future price be higher its civil coin !
but bch is monopoly bitmain monster.",Positive
Detect the sentiment of the tweet.,MEH WANT BITCOIN!!,Neutral
Detect the sentiment of the tweet.,"@ChrisMaroleng if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Bitcoin eliminates the need for banks, gets rid of credit card fees, currency exchange fees and money transfer fees #bitcoin #bitcoinminer",Neutral
Detect the sentiment of the tweet.,"Lols,this generation won't kill me! Which one is ""o sha prapra olosho to n gba bitcoin""? 😁😁😁",Neutral
Detect the sentiment of the tweet.,"@Simply_Msizi if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,Bitcoin's movies discussion makes it a front-runner to these corporations,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@reaposhi wht was interesting to me is that ceo of bitcoin dot com was actively saying that they were supporting bitcoin cash.,Positive
Detect the sentiment of the tweet.,More and more #hosting companies start accepting #bitcoin and other #cryptocurrencies. Just an observation.,Positive
Detect the sentiment of the tweet.,@Cointelegraph Bitcoin bubble crashing really hard,Negative
Detect the sentiment of the tweet.,"1 bitcoin = $8435.77 / 6839.14€
1 bitcoin-cash = $972.047 / 788.068€
1 ethereum = $515.26 / 417.737€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"@mbali_ndlela if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,Wake the F*CK up people! If you don't own #crypto by mid-2018 then you are going to miss out 'THE CHANCE' of your life. #Bitcoin,Positive
Detect the sentiment of the tweet.,"Calm before the storm...

#bitcoin #crypto",Positive
Detect the sentiment of the tweet.,Bitcoin value: $8419.63,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@PhilakoneCrypto Bitcoin might be illegal as they found child porn links embed in the blockchain. Maybe reason why we have panic sellout,Negative
Detect the sentiment of the tweet.,@yishi888 Wish I could buy more OCN but my money is stuck in SAY 😩😩😩 praying Kucoin gives us bitcoin for the SAY so I can buy more OCN!!!,Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@rogerkver @Falkvinge But in saying that I think Bitcoin Cash touches most ppl in a bad place...,Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@sabotagebeats Yeah. But bitcoin dot com has nothing to do with bitcoin. It’s a propaganda site for bcash runned by the btrash scam team.,Negative
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,what the online social media website named Twitter™ about bitcoin can i just buy some ethereum on coinbase,Positive
Detect the sentiment of the tweet.,PEOPLE   LOOK INTO A CRYPTOCURRENCY CALLED  WANCHAIN  ( WAN)   ALL IM SAYING IT WILL BE  BIGGER THAN BITCOIN !!  check it out do your own dd,Positive
Detect the sentiment of the tweet.,"@caldwellsiegel1 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,@whatbitcoindid Don't transfer more Bitcoin than you are willing to lose to your bitmex account.,Positive
Detect the sentiment of the tweet.,"@Joseph66352787 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@thelastdon430 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,@oggasbagss If you can find a bitcoin ATM you can get the wired transfer,Neutral
Detect the sentiment of the tweet.,"@Bwreckless if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@A1hurns if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,Instant liquidity through the API from the relevant #Minerva trading exchanges.  #ICO #Ethereum #Blockchain #Bitcoin #Crypto,Positive
Detect the sentiment of the tweet.,"Backed by neither a government nor a bank, bitcoin has attracted currency speculators in recent months.",Neutral
Detect the sentiment of the tweet.,"@footballman58 if you interested in binary option trade and bitcoin mining, contact me for more info fs302399@gmail.com",Positive
Detect the sentiment of the tweet.,"This Easter i will be helping my Maglera people get involved in bitcoin mining #oneONone
😎  😎  😎",Neutral
Detect the sentiment of the tweet.,Valores | dolar R$3.3019 | BITCOIN(MCDTBC) R$30394.88877000 | BITCOIN(BLCHAIN) R$27838.31 | LITECOIN(MCDTBC) R$573.33000000,Neutral
Detect the sentiment of the tweet.,@Join_Civil Fed up with all this Blockchain/Bitcoin hucksterism. Used to watch Max Keizer but bitcoin drove me away. Don’t trust any of it.,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@ #1, Bitcoin with unit price of $8,431.17, market cap of $142,778,491,482 (44.43%), and 24 hr vol. of $5,557,890,000 (37.79%)",Neutral
Detect the sentiment of the tweet.,"This just in: Bitcoin is rising!
Current Rate: 8395.54 USD = 1 BTC",Neutral
Detect the sentiment of the tweet.,"Mar 23, 2018 01:00AM #Bitcoin Price:
USD 8620.63 | EUR 7001.33 | JPY 911884.88",Neutral
Detect the sentiment of the tweet.,"Bitcoin - BTC
Price: $8,443.60
Change in 1h: +0.18%
Market cap: $142,988,988,560.00
Ranking: 1
#Bitcoin #BTC",Neutral
Detect the sentiment of the tweet.,Current BTC Dominance: 44.49% #Bitcoin #Altcoin #Cryptocurrency,Neutral
Detect the sentiment of the tweet.,"Average Bitcoin market price is: USD 8,395.54, EUR 6,813.57",Negative
Detect the sentiment of the tweet.,"1 bitcoin = $8443.6 / 6845.488€
1 bitcoin-cash = $970.001 / 786.409€
1 ethereum = $514.614 / 417.213€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,"Bitcoin:$8443.6
Ethereum:$515.299
Bitcoin Cash:$971.412
Litecoin:$158.261
Ripple:$0.630542
IOTA:$1.25788",Neutral
Detect the sentiment of the tweet.,"1 bitcoin = $8443.6 / 6845.488€
1 bitcoin-cash = $970.001 / 786.409€
1 ethereum = $514.614 / 417.213€
#bitcoin #ethereum #bitcoincash",Neutral
Detect the sentiment of the tweet.,Top 6 BTC/USD Exchange Orderbooks: Resistance til $8600:$23.0M; Support til $8100:$52.1M $BTC $BTCUSD #bitcoin #orderbook #finance #crypto,Positive
Detect the sentiment of the tweet.,"1 #BTC (#Bitcoin) quotes:
$8399.68/$8409.04 #Bitstamp
$8395.20/$8398.92 #Kraken
⇢$-13.84/$-0.76
$8353.02/$8442.01 #Coinbase
⇢$-56.02/$42.33",Neutral
Detect the sentiment of the tweet.,$ETH / $BTC marketcap ratio = 35.5% #bitcoin #cryptocurrency,Neutral
Detect the sentiment of the tweet.,2018-03-23 08:00 UTC Bitcoin Price: 8395.52 USD,Neutral
Detect the sentiment of the tweet.,"@SimonBotes @brett_stclair Doubt it’ll happen - why reinvent the wheel when we already have Bitcoin, Monero, etc?",Neutral
Detect the sentiment of the tweet.,#XEM Price is 0.00003276 (-0.00000010) #BTC / 0.275143 (-0.00148) #USD. Market rank is 13. #nem #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#SUB Price is 0.00004518 (+0.00000028) #BTC / 0.379461 (+0.00149) #USD. Market rank is 117. #substratum #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#EOS Price is 0.00076389 (-0.00001458) #BTC / 6.41541 (-0.10976) #USD. Market rank is 7. #eos #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#ADA Price is 0.00002235 (-0.00000028) #BTC / 0.187662 (-0.00203) #USD. Market rank is 6. #cardano #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,"BTC hourly update
$8403.88    |    +0.0011%📈
$BTC #BTCUSD #Bitcoin",Neutral
Detect the sentiment of the tweet.,#DASH Price is 0.0474086 (-0.00009870) #BTC / 398.154 (-0.05400) #USD. Market rank is 12. #dash #bitcoin #blockchain,Negative
Detect the sentiment of the tweet.,#Bitcoin Price 8395.00 USD via Chain,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Current price of Bitcoin is $8395.00.,Neutral
Detect the sentiment of the tweet.,Current price of Bitcoin is $8395.00 “Like” if thats good for you and “retweet” if thats not good for you #bitcoin #btc #bitcoinprice,Positive
Detect the sentiment of the tweet.,"#Bitcoin $8,403.49 v #BitcoinCash $969.54 (BTC/BCH 8.7), Avg Transaction fee for #Bitcoin ~$1.32 v #BitcoinCash ~$0.10 - 2018/03/23 17:00JST",Neutral
Detect the sentiment of the tweet.,They said the internet would make the world a better place. They was right. $crypto $BTC #bitcoin,Positive
Detect the sentiment of the tweet.,@WhalePanda Selling Bitcoin for BCash is actually very brave. (for different reasons),Positive
Detect the sentiment of the tweet.,Current price of Bitcoin is 8395.00 USD,Neutral
Detect the sentiment of the tweet.,So.... Bitcoin Crash is Twerking Complete!!!,Positive
Detect the sentiment of the tweet.,Current price of Bitcoin is $8395.00,Neutral
Detect the sentiment of the tweet.,"Market Update:
Bitcoin - $8,443.60 
Bitcoin Cash - $971.41 
Ethereum - $515.30 
Litecoin - $158.26 
Ripple - $0.63
#Cryptos",Neutral
Detect the sentiment of the tweet.,Bitcoin 8395.00 $,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Current price of #Bitcoin is $8395.00,Neutral
Detect the sentiment of the tweet.,"As of March 23, 2018 at 09:00AM, Bitcoin is valued at $8395.00. #cryptocurrencies #cryptofinance24 $BTC #Bitcoin",Neutral
Detect the sentiment of the tweet.,The current price of Bitcoin is $8395.00 $BTC How's your wallet?,Neutral
Detect the sentiment of the tweet.,"@LeNuitRenard @Crypto_Wax @LordRapt0rJesus @ProfFaustus Out of interest, what do you use bitcoin cash to buy?",Neutral
Detect the sentiment of the tweet.,"Bitcoin percentage of market cap: 44.45 %
#BPOMC #Bitcoin #Altcoin #Blockchain #Cryptocurrency #Dominance",Neutral
Detect the sentiment of the tweet.,Current price of Bitcoin is $8395.00 via Chain,Neutral
Detect the sentiment of the tweet.,Current price of #Bitcoin is $8395.00 via Chain #BTCUSD #cryptocurrencies #blockchain,Neutral
Detect the sentiment of the tweet.,"THE MOST INNOVATIVE AND LUCRATIVE WAY TO EARN BITCOIN
JOIN BITCLUB NETWORK!!!!",Positive
Detect the sentiment of the tweet.,"BITCOIN is stuck at 8,400 USD and cannot move from there. Get ready for another PRICE DROP. We would expect to see it around 5,000 USD soon.",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,@rogerkver Bitcoin cash? Bahahaha... it’s bcash fool.,Neutral
Detect the sentiment of the tweet.,Bitcoin please,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"@Cylinders_io Wonderful project!
#CCA #ICO #Crowdsale #Bitcoin #Blockchain #Token #ETH #Ethereum #TokenSale",Positive
Detect the sentiment of the tweet.,@rogerkver Just in case you missed it roger. Everyone hates bcash. You lost. Bitcoin won!⚡️🏆,Neutral
Detect the sentiment of the tweet.,$BTCUSD exiting oversold zone on interval 60m #cryptocurrency #trading #bitcoin #crypto #technicalanalysis,Neutral
Detect the sentiment of the tweet.,BTC $8443.60 Up +$28.21 +0.33% in the last hour #bitcoin #bitsmart,Neutral
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,"Earn bitcoin on a daily basis!

1. Follow @slidecoin 
2. Complete instructions in pinned tweet",Positive
Detect the sentiment of the tweet.,Does anyone know how to buy bitcoin that could help me,Neutral
Detect the sentiment of the tweet.,"Get your ROCKET Coin Now!The Coin of ICO Advisers
#theicorocket #ICO #bitcoin #blockchain
#theicorocket #rocket #ico #presale #investment",Neutral
